store_id,store,address,discription,openTime,latitude,longtitute,mapReview,region,soup,transport,city_name
206,麗人博多拉麵-板橋本店,220新北市板橋區重慶路37號,於2017年12月開幕，是目前板橋區域價格平實的拉麵店，詳細可參閱下方食記。,11:30~20:50,25.00775202,121.4613875,Miranda Chang - 博多豚骨拉麵   http://bit.ly/2vaeUJt,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,介壽公園／捷運府中站步行5分,新北市
207,宮本九州天然豚骨拉麵専門店,23578新北市中和區景平路240巷2弄21號,創立於2007年7月，餐點特色請參考麵友食記心得。,"週一 11:00–13:30, 17:00–20:30週三-日 11:00–13:30, 17:00–20:30週二 休息",24.99380,121.516783188352,王宇璋 - 豚骨拉麵   https://bit.ly/3emTI94   莊祐銓 - 招牌叉燒豚骨拉麵   http://bit.ly/2O82pH2   Jin-Hong Liao - 大蒜叉燒豚骨拉麵   http://bit.ly/2uWPmzH,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,大潤發景平店／捷運南勢角站,
208,蒔桐日式拉麵,242新北市新莊區龍安路236號,開業於2017年10月，湯頭為台式風格，詳情可察看下方網友食記。,11:30–14:30、17:30–20:30,25.019823,121.420588,陳昭諺 - 台味蠔醬拉麵   http://bit.ly/2xEnfHa,北,#ramentw #台灣拉麵愛好會 #拉麵,寶雅龍安店,新北市
209,鐵丸十三堂-汐遠店,221新北市汐止區新台五路一段79號,此店位於遠東世界中心B1。開業於2017年7月，主打平價的豚骨湯頭，湯體偏淡麗台式，店內除豚骨拉麵之外，亦有飯食販售，此間頗受在地麵友喜愛，亦會不時推出限定麵食與麵友們同享，詳情可察看下方網友食記。,11:30–14:30週六、日 公休,25.061741,121.645828,尹聖鈞 - 隱藏限定松露雞湯拉麵、札幌味噌拉麵   http://bit.ly/2Rgf0us,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #限定,遠東世界中心,新北市
210,今鶏 制湯所,231新北市新店區中央路151號5,此店於2020年3開業，位在京站小碧潭5樓，主打以雞湯為主的拉麵店，詳情可察看下方網友食記。,週日~四 11:00-21:30(Last Order 21:00)週五~六 11:00-22:00(Last Order 21:30),24.973113,121.529914,由你來寫第一篇   ,北,#ramentw #台灣拉麵愛好會 #拉麵 #雞湯,捷運小碧潭站,新北市
211,麵屋一番-蘆洲店,247新北市蘆洲區成功路92號號,於2020年4月開業，以雞白湯為主軸，原味味道清爽，若需加鹹，請與店家先行告知，詳情可察看下方網友食記。,17:00~22:00(賣完)週一 公休,25.081647,121.472845,谷祖豪 - 蛤蠣雞湯拉麵   https://bit.ly/2Goyag2   Stars Yang - 咖哩雞白湯拉麵   https://bit.ly/373phDH   丁閎 - 雞白湯拉麵   https://bit.ly/3kJoBrn,北,#ramentw #台灣拉麵愛好會 #拉麵 #雞白湯 #咖哩,蘆洲夜市（中山停車場對面）,新北市
212,Merlin.m,237新北市三峽區大仁路27號,於2020年7月開業，是以豚湯為主體，店家企圖定義台灣拉麵意涵，以自我風格，使用台灣常用的調味手法，重新打造湯頭、麵條、調味因子，做出屬於店家想法的台灣拉麵，詳情可察看下方網友食記。,11:30~14:00﻿，17:30~20:00週一 公休11/15 - 11/21、11/23、11/30暫休其餘請洽粉專,24.937476,121.366137,陳聖諺 - 漢方豚骨拉麵   https://bit.ly/2ZPFGGp,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,三峽大仁路,新北市
213,小高拉麵-中和興南店,235新北市中和區興南路一段85巷2號,約於2018年11月開幕，位於南勢角商圈內的拉麵小攤，本店主打以CP為主的豚骨拉麵，詳情請見下方食記。,18:00~22:00,24.988761,121.509847,Matt Yang - 醬油豚骨拉麵   http://bit.ly/2MiwKWJ   Victor Lo - 醬油豚骨拉麵   http://bit.ly/2JPZqV4   林鑫昊 - 醬油豚骨／麻辣豚骨   http://bit.ly/391Y6HX,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,麥當勞,新北市
214,三冬麵舖,330桃園市桃園區同德十街17號,一週營業四天的雞濃湯拉麵店，雞濃湯擺盤華麗，配料食感豐富，老闆亦醉心於新拉麵食感的開發，將會不定時推出限定拉麵以饗饕客味蕾，除此之外，店內的法式布丁更是必點項目。,週三~五 17:00~19:45週六 12:00~13:30、17:00~19:45週日~二 未營業,25.018511,121.294415,Stars Yang - 藤椒雞濃厚拉麵   https://bit.ly/35ZQAxM   Stars Yang - 濃煮干藤椒雞濃厚拉麵   https://bit.ly/2TyUZ3D   Stars Yang - 藤椒特製雞濃厚   https://bit.ly/3lBsFty,北,#ramentw #台灣拉麵愛好會 #拉麵 #雞白 #煮干 #布丁 #限定 #2019名店,桃園藝文特區、同德十街,桃園市
215,大角拉麵 ダージャオラーメン,300新竹市東區大同路86號東門市場#1022,開幕於2020年1月，之前在麵Sato的師傅青山先生所開設的店家，詳情可察看下方網友食記。,17:30~20:30週一 定休,24.80570,120.968958268278,邱汶 - 雞清湯醬油焦香拉麵   https://bit.ly/2Z3SytJ   Hsing Chuan Chen - 叉燒豚骨鹽味拉麵   http://bit.ly/3864vQR   Chang Torge - 雞清湯醬油焦香拉麵   http://bit.ly/32uTy9X,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #雞清,東門市場,
216,麵屋浩Hiroshi,300新竹市北區北門街87號,新竹城隍廟附近，一家目前只在晚上開4小時的拉麵店，每天晚上卻還是大排長龍! 可以免費加湯和免費加麵一次，好吃道地的濃郁日式拉麵。,17:30–21:30週六~日 公休,24.806868,120.965652,Chester Tang-濃湯叉燒拉麵   http://bit.ly/2uaEOQs   卓根廷 - 叉燒拉麵-濃湯   http://bit.ly/2VIVbB0   Victor Lo - 清湯SP   http://bit.ly/2JMaRMn,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #醬油,新竹城隍廟,新竹市
217,あお．実家和食処 (另一個家),330桃園市桃園區寶山街210巷31號,在桃園區頗負盛名，前身為麵屋嵐山，但現在已升級為二代店【あお．実家】，原本是販售博多拉麵，使用豚骨湯頭為主，但現在已改為雞湯醬油湯底的中華拉麵，也新增了丼飯、煎餃、担担麵…等選擇，是屬於社區型態的在地風味拉麵店，深受附近居民的喜愛。,11:00~18:30週一~三 公休,25.013304,121.315503,Stars Yang - 蛋花拉麵   https://bit.ly/344vlJ1   黃志明 - 招牌中華拉麵   https://bit.ly/3lHpoJY   Stars Yang - 蛋花拉麵   https://bit.ly/344vlJ1,北,#ramentw #台灣拉麵愛好會 #拉麵 #雞湯 #擔擔麵 #滷大腸,桃園區寶山街,桃園市
218,麵屋豚介 拉麵專門店,320桃園市中壢區興農路46號,店家主打暴力直拳系的控湯手法，湯頭以豚骨為主。本店位於內壢火車站前，步行僅需5~6分鐘即可到達；店裡位置不多，大約可容納十五位之多。 另外口味屬於濃厚系列。,11:00–14:00、17:00–20:00週一-二 公休,24.972858,121.255908,Stars Yang - 煮干豚骨沾麵   https://bit.ly/3gwDYA1   Ernest Eli - 爆走次郎拉麵   https://bit.ly/2RLuftN   Stars Yang - 魚豚沾麵   https://bit.ly/2T1LtVl,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #限定,內壢火車站旁，忠孝路第一個路口左轉,桃園市
219,麵屋一鮫,300新竹市東區關新路,2019年12月19日試營運。開業於2019年12月30日，是以豚骨湯為主軸的店家，詳情可察看下方網友食記。,17:00~22:00週六 公休,24.785825,121.018836,劉敬曦 - 清湯醬油拉麵極盛   https://bit.ly/3f8qn1g   楊雅竣 - 沾麵   https://bit.ly/37tNsJy   Hsing Chuan Chen - 極盛清湯醬油拉麵   https://bit.ly/2MQ3dkK,北,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨 #限定,關新二街,新竹市
220,極清拉麵-Kiyome Ramen,320桃園市中壢區九和一街3號,開業於2018年12月，是屬於中壢當地少數的淡麗系湯頭名店，詳情可察看下方網友食記。,週一-五 17:00–20:30週六-日 12:00–14:00、17:00–20:30,24.961847,121.22337,李研碩 - 燒塩拉麵   https://bit.ly/3eJvhS0   Mark Wu - 燒塩拉麵／豚骨拉麵   http://bit.ly/2LVQIoe   吳東坤 - 雞白湯拉麵／燒塩拉麵   http://bit.ly/2JEZrJS,北,#ramentw #台灣拉麵愛好會 #拉麵 #雞湯,威尼斯影城,桃園市
221,Hiro's らぁ麵 Kitchen-新竹創始店,320桃園市中壢區大勇一街35號,開業於2018年10月，是以豚骨湯為主體的拉麵店，2020年10月獲得台北市牛肉麵節紅燒組第三名，詳情可察看下方網友食記。,17:30~21:30營業日不固定，請參考店家的FB粉專,24.954224,121.240181,毛文謙 - 叉燒拉麵   https://bit.ly/2VDB0mf   星果汁 - 拉麵   https://bit.ly/2EIAXz6,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #雞清湯,世界街、麵屋浩,桃園市
222,横浜家系ラーメン拉麵家,300新竹市東區民生路119號,開幕於2020年2月1日，初期設定為外帶店，店主為原大和家店長，可察看下方網友食記。,11:00–21:30週三 定休,24.81011,120.976835,黃世明 - 清湯拉麵   http://bit.ly/36XZxoJ   黃世明 - 叉燒鹽味拉麵   http://bit.ly/2vmCI0C,北,#ramentw #台灣拉麵愛好會 #拉麵 #家系 #豚骨,新竹巨城／陽信銀行,新竹市
223,麵屋豚彩,324桃園市平鎮區中豐路山頂段186號,原本開在平鎮的麵屋豚介， 似乎是因為家庭因素影響，自2017年3月起休業，之後原址改為麵屋豚彩，由老闆娘經營，豚湯渾厚細緻，風格有異於豚介，3/9開始變更為雞骨與魚介湯底，詳情請見下方食記。九月份的營業時間變動如下:9/28~30 營業10/1~2 休息10/3 中午營業10/26~28 員旅10/29 晚上營業,週三-四 17:00–20:00週五-日 11:00–14:00、17:00–20:00週一-二 公休,24.899717,121.210688,Hsing Chuan Chen - 濃厚叉燒豚骨+魚豚叉燒豚骨   https://bit.ly/2FYyMZe   Stars Yang - 小二郎+干貝醬油豚骨拉麵   https://bit.ly/32k9Owt   謝春宏-濃厚叉燒豚骨拉麵   http://bit.ly/2NKwjmX,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,龍潭山仔頂,桃園市
224,小郜家 雞白湯拉麵,334桃園市八德區介壽路二段167-2號,開幕於2018年10月，以濃厚雞白湯為主的拉麵店，湯底的層次厚度偏甜，鹹味層次較單一，麵友們較推此店的鹽味雞白湯，詳情可察看下方網友食記。,週二~五 12:00~14:30，16:30~19:30週六 12:00~19:30週日、一 公休,24.954054,121.298787,謝春宏 - 鹽味雞白湯   https://bit.ly/39SxSs6   Stars Yang - 鹽味雞白湯、醬油雞白湯   https://bit.ly/3dwBK2Z   鍾孝彥 - 鹽味雞白湯拉麵   https://bit.ly/2xf2HZ1,北,#ramentw #台灣拉麵愛好會 #拉麵 #雞白 #柑橘,大潤發桃園八德店,桃園市
225,翔大拉麵店,320桃園市中壢區大仁三街9號,開業於2019年9月，是以豚骨湯為主體的拉麵店，於2020年2月開始提供雞白湯。二．四．六 ➡️ 雞白湯 🐔三．五．日 ➡️ 豚骨湯頭 🐷清湯的部分皆有供應，詳情可察看下方網友食記。,11:30~13:30、17:00~20:00週一、二 公休,24.955219,121.241572,鄭傑瑞 - 黑蒜油豚骨拉麵   https://bit.ly/38Eww5A   毛文謙 - 霸王別姬 虞姬拉麵   https://bit.ly/3mzpzHy,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #雞白湯,大仁三街,桃園市
226,籽田野菜屋,300新竹市東區世界街93號,開業於2013年12月，是新竹蔬食者之間，頗具盛名的無化調素食拉麵店家，本店除了有多種風味拉麵之外，也提供了拉麵以及健康風格米飯、甜食的選項，詳情可察看下方網友食記。,11:30–13:30、17:30–20:00,24.808978,120.969818,李秉諺 - 蒜頭拉麵   http://bit.ly/2OdyukO,北,#ramentw #台灣拉麵愛好會 #拉麵 #素食,薯霸早餐,新竹市
227,豚戈屋台拉麵,330桃園市桃園區國際路一段98巷52號,原本位於八德的豚戈屋台拉麵，從只有一處少少座位的小攤車，到2018/3月底開了新店面，距離檜溪肉圓很近，而其真材實料的天然湯頭好味道，讓不少忠實客人一路追隨，拉麵都是每日限量，賣完就要等隔天啦！,11:30~14:30，17:30~21:00週一 公休,24.963967,121.294056,Dwayne Weng - 煮干醬油拉麵   https://bit.ly/2UtTTpX   陳逸凡 - 豚戈豚骨拉麵   http://bit.ly/2Z0IenK,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #限定,大興西路,桃園市
228,麵屋一人,32552桃園市龍潭區中正路108號,預定開業於2019年10月，是以雞清湯系為主軸的拉麵店，詳情可察看下方網友食記。,週二-五 17:00–21:00週六-日 11:30–14:30、17:00–21:00週一 公休,24.867363,121.215854,Hsing Chuan Chen - 黃金雞白湯 https://bit.ly/2FYyMZe   Mark Wu - 黃金雞白湯   http://bit.ly/3cS0va9   李奇來 - 黃金雞白湯、塩味雞清湯   http://bit.ly/37iGuW0,北,#ramentw #台灣拉麵愛好會 #拉麵 #雞清 #雞白,龍潭屈臣氏,桃園市
229,雞玉錦拉麵Nishiki-林口環球購物中心A8店,333桃園市龜山區復興一路8號,"錦集團之創立,1994年「雞玉錦拉麵」誕生於日本秋田縣大館市。以秋田縣為中心、錦集團擴展多家店舗、依毎家店舗調製不同口味，目前台灣桃園為第一家分店，總計台灣有四家分店。",11:00–20:00,,,Stars Yang - 雞湯柚子鹽味拉麵   http://bit.ly/2SG5nnE,北,#ramentw #台灣拉麵愛好會 #拉麵 #雞湯,林口長庚醫院／A8長庚醫院站,桃園市
230,雞玉錦拉麵Nishiki-桃園華泰店,320桃園市中壢區春德路189號3樓,"錦集團之創立,1994年「雞玉錦拉麵」誕生於日本秋田縣大館市。以秋田縣為中心、錦集團擴展多家店舗、依毎家店舗調製不同口味，目前台灣桃園為第一家分店，總計台灣有四家分店。",11:00–21:00,25.01489559,121.212701,Stars Yang - 雞湯柚子鹽味拉麵   http://bit.ly/2SG5nnE,北,#ramentw #台灣拉麵愛好會 #拉麵 #雞湯,林口長庚醫院／A8長庚醫院站,桃園市
231,麵屋Luna,320桃園市中壢區新中北路240號,湯頭濃郁卻又清爽不膩，叉燒肉不油膩又夠柔軟，店裡還有一處 提供客人掛外套，免費續湯又續麵，划算超值。,11:00–14:00、17:00–21:00,24.959007,121.23971,張逸民 - 月盛肉花豚骨拉麵   http://bit.ly/2HaP138   邱炳憲-月之雞骨拉麵   https://bit.ly/3aUapXa,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,中原大學,桃園市
232,小判 拉麵專門店,333桃園市龜山區明德路318號,銘傳大學附近的拉麵店，深受學生族群喜愛。價格平易近人且講究水準，時常會提早賣完或是出現品質問題臨時休息，出發前記得確認粉專訊息。,週一-五 16:30-21:00週六 公休週日 16:30-21:00,24.989778,121.343489,Stars Yang - 醬油豚骨   https://bit.ly/3fWSj9I   Stars Yang - 鹽味豚骨   http://bit.ly/2SDa2a7   Stars Yang - 醬油豚骨+味噌豚骨   http://bit.ly/2QniBsS,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,銘傳大學,桃園市
233,神虎拉麵kamitora,300新竹市北區北門街170號,於2019年7月復業，主打豚骨湯頭，詳情可察看下方網友食記。,週一-五 11:00~14:30、17:00~00:00週六-日 11:00~15:00、17:00~00:00週二 公休,24.80869,120.965239,邱汶 - 濃厚豚骨拉麵   https://bit.ly/3bZLwu1   Hsing Chuan Chen-濃厚豚骨拉麵   http://bit.ly/38d4v1K   月の 樹 - 雞白湯拉麵   http://bit.ly/36Tx18O,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,新竹長和宮,新竹市
234,麵屋一虎 ICHI TORA,320桃園市中壢區中央東路36號,麵屋一虎位於中壢火車站附近，步行約8-10分鐘左右，這裡只要一百多元就能吃到配料豐盛的拉麵，排隊人潮不斷，但服務非常貼心。,週一~五 11:30~14:00、17:00~21:00週六~日 11:30~21:00,24.956705,121.224493,曾允廷 - 濃厚雞白湯   https://bit.ly/2z68g9Y,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,中壢火車站,桃園市
235,嘿．傑克,320桃園市中壢區大仁二街18-3號,餐點部分很棒，吃法說明仔細很細心！雖店面沒有過多裝飾，但麵體、湯頭、叉燒皆有其特色，廣受當地學生好評且為排隊店家。,週一-五 11:30–13:00、17:30–19:00週六-日 未營業,24.95464,121.242816,陳逸凡 - 豚骨魚介沾麵   https://bit.ly/2z0b7kU,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,中原大學,桃園市
236,許諺屋,330桃園市桃園區樹仁三街23號,雖然不是正統的日式拉麵吃起來倒也沒太多的台味，也沒有標榜師出名門，但許諺屋許了我一碗好吃的麵。定食口味偏淡，女仕可能會比較喜歡。,週二 未營業週三-一 11:30–14:00、17:30–20:00,24.974724,121.323071,Lien Kao-濃厚蝦湯叉燒拉麵   http://bit.ly/2mBSsZe   Kuo Jason-濃厚叉燒豚骨拉麵   http://bit.ly/2mbiWAM,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,住都大飯店,桃園市
237,麵家 勝八,333桃園市龜山區復興一路62號,師承日本大阪的麵家八兵衛，強調自家製麵，使用日本麵粉，且麵體加入柚子皮擁有柚香味道是最大特色的主打，也是當地知名排隊拉麵店。,週一-六 12:00–14:00、18:00–20:30週日 未營業,25.059881,121.368966,Stars Yang -豚骨醬油拉麵   http://bit.ly/30z7Jdh   Stars Yang - 豚骨醬油拉麵   https://bit.ly/2FaGrmq   陳廷安 - 豚骨味噌拉麵   https://bit.ly/2DxWvwX,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,林口長庚醫院／A8長庚醫院站,桃園市
238,麵屋偶 拉麵本也-新竹東門店,300新竹市東區大同路86號300,位於東門市場攤位1160來自於沖繩的拉麵名店，口味清新不油膩，值得推薦 !!2020年12月2日菜單更改為二郎系專賣店，詳情請見下方食記。,17:00~23:00週一 公休,24.804881,120.96865,Hsing Chuan Chen - 咖哩拉麵   https://bit.ly/391X94V   Hsing Chuan Chen --青醬拉麵   https://bit.ly/2Hnr2ko   Hsing Chuan Chen - 清淡煮干拉麵加蛋+濃厚煮干豚骨拉麵   https://bit.ly/3hLx235,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #二郎風,新竹東門,新竹市
239,伍拉麵,320桃園市中壢區中北路70號,前身為五拉麵，於2019年8月重新開幕。該店五種特色湯頭是其最大特色，每種湯頭都有該特色和代表顏色，同時也是當地的排隊名店。,週一-五 17:30–20:30週六-日 11:30–14:00、17:30–20:30,24.956157,121.237573,邱炳憲 - 蔥味梅花叉燒拉麵   https://bit.ly/2JRBRbo,北,#ramentw #台灣拉麵愛好會 #拉麵,中原大學,桃園市
240,無常拉麵,334桃園市八德區廣福路689號,開業於2019年9月，以雞湯為主體的拉麵店，有雞清湯與雞白湯二種鹽味湯頭，口味為台日混合，屬於入門級別的拉麵店，詳情可察看下方網友食記。,17:30~21:30週一 公休,24.96019,121.281938,徐世威 - 鹽味雞白湯拉麵   http://bit.ly/2rOnrUX   喬祥 - 鹽味雞清湯   http://bit.ly/2PRLiuQ   GinSam Sun - 鹽味雞白湯拉麵   http://bit.ly/2LXIhs2,北,#ramentw #台灣拉麵愛好會 #拉麵 #雞白 #雞清 #柑橘,宜廉汽車,桃園市
241,山形心心-新竹店,300新竹市東區林森路18號,位於晶品城B1。將製麵者的心跟客人的心連繫在一起，為紀念此願景日本山形總店取名為心心，在台灣也希望能用此日本傳統精神將日本跟台灣人的心彼此更加靠近，故與日本總店取同名。,週一-四 11:00 - 21:30週五-日 11:00 - 22:00,24.802001,120.970356,楊德輝 - 辛味噌拉麵   https://bit.ly/2MOnHdw   林小逼 - 魚豚野郎(中)   https://bit.ly/2MrYVBz   Candy Yang - 魚豚野郎(大)   https://bit.ly/2Ma1FE2,北,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #二郎風,晶品城／東門大排水溝,新竹市
242,麵屋一擊,320桃園市中壢區慈惠三街108巷10號,由日本長井先生領軍指導，首次來台開創道地日式拉麵」，這裡的拉麵「延承正統九州道地口味」,11:30–14:00、17:00–21:00,24.963111,121.225746,邱炳憲-特濃鷄骨和牛拉麵   http://bit.ly/33LELIq,北,#ramentw #台灣拉麵愛好會 #拉麵 #雞湯,中壢SOGO,桃園市
243,一風堂桃園高鐵店,320桃園市中壢區高鐵北路一段6號,桃園高鐵站8號出口處，一風堂在桃園的第一家店，而且是「拉麵專門店」，而不是跟台北一樣的「拉麵餐廳」。拉麵專門店跟日本的一風堂是較為接近的。,10:00–22:00,25.01339,121.215147,Nora Neko - 京都黑醬油拉麵(限定)   https://bit.ly/2KS5cS9   David Lai - 海老沾麵(限定)   https://bit.ly/2OyV3Ms   Daxon Tsai - 海老沾麵(限定)   https://bit.ly/2PaoNAi,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,桃園高鐵站,桃園市
244,麵心無界,320桃園市中壢區力行北街50號,於2020年1月11日開業，原有豚骨與雞白湯系，目前以雞白湯為主軸，詳情可察看下方網友食記。,17:30~21:00,24.954455,121.239747,李奇來 - 雞白湯拉麵、泡系雞湯   https://bit.ly/2x9tdTH   陳柏安 - 雞白湯‧豐盛   http://bit.ly/2w56OpW,北,#ramentw #台灣拉麵愛好會 #拉麵 #雞白,力行北街,桃園市
245,九湯屋-新竹光復總店,300新竹市東區光復路一段99號,一個無心插柳的小路邊攤，也能讓價格高不可攀的日本拉麵，轉變成平價美食，創立九湯屋日本拉麵的目的，是要讓顧客能夠沒壓力的享用我們用心製作的拉麵。,11:00–14:00、17:00–22:00,24.781246,121.023851,Mudu Yang - 東京醬油拉麵   http://bit.ly/2JIr05D,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,台鐵竹中火車站,新竹市
246,麵屋。濃(林口長庚店),333桃園市龜山區文化一路10巷42弄47號,首店開業於2016年6月，使用大量的日式木質裝潢，湯味濃，湯稠度中等偏低，味道偏柔和雞唐揚串和是該店最大的特色。同時可以客製化服務，這是符合大部份台灣人喜愛的日式風格拉麵店，詳情可察看下方網友食記。,11:30–14:00、17:30–21:00,25.059055,121.36994,Chris Chou - 元祖豚骨拉麵   http://bit.ly/2LIZbwi   llie Chinen - 焙煎味增叉燒拉麵   http://bit.ly/2LLxxyQ   邱炳憲 - 特盛煮干豚骨拉麵   http://bit.ly/2LITT3K,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,林口長庚醫院／A8長庚醫院站約3分,桃園市
247,織田信長,320桃園市中壢區環西路二段366巷10號,開幕於2016年7月，以蝦湯為主體，亦不時有蝦蟹海鮮湯限定與麵友們共享，可察看下方網友食記。,12:00~14:30、17:30~21:30,24.964971,121.215178,王立民 - 松露蝦味淡麗、松露蝦味濃厚   https://bit.ly/30D8uCI,北,#ramentw #台灣拉麵愛好會 #拉麵 #魚介 #蝦蟹,中壢國民運動中心,桃園市
248,麵屋北辰 めん処北辰,330桃園市桃園區復興路127號二樓,"*食べログ-->靜岡縣第一名人氣拉麵店""めん処 藤堂""在台姊妹店，此店位於桃園火車站商圈拉麵激戰區內少見的獨立店家，店舖位於2樓的位置，大多數麵友推薦此店首選為鹽味及沾麵，詳情請見下方食記。",10:30–00:00,24.990191,121.312582,David Lai - 冬月鹽味   http://bit.ly/2w8I0d7   廖雪 - 冬月拉麵套餐   http://bit.ly/31Kp2YZ,北,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵,桃園火車站,桃園市
249,ラーメン拉麵專門店-竹北店,302新竹縣竹北市縣政二路245號,2020年4月更名為ラーメン拉麵專門店，詳情請見下方食記。,11:00~22:00,24.83343,121.01895,Sky Walker-濃厚豚骨拉麵   https://bit.ly/3frqPYJ,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,縣政二路／日盛銀行,新竹縣
250,一風堂EXPRESS-新竹巨城店,300新竹市東區中央路229號4樓,本店位於新竹巨城4樓。一風堂成立於 1985 年，發源自博多。創業者河原成美打造出貼心、溫暖且充滿活力的用餐氣氛，從此顛覆了日本拉麵文化。2008 年起，一風堂陸續在紐約、新加坡、首爾、香港等地開店，成立之初即為當地拉麵市場帶來一番新氣象。時至今日，一風堂仍以拉麵界的先驅之姿，在全球掀起陣陣旋風。,週日-週四11:00 - 21:30週五-週六11:00 - 22:00,24.80968,120.974938,Nora Neko - 京都黑醬油拉麵(限定)   https://bit.ly/2KS5cS9   David Lai - 海老沾麵(限定)   https://bit.ly/2OyV3Ms   Daxon Tsai - 海老沾麵(限定)   https://bit.ly/2PaoNAi,北,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨,新竹巨城,新竹市
251,滝禾製麵所-苗栗大埔店,360苗栗縣苗栗市大埔街35號,開幕於2019年8月，本店的味道以豚骨湯、雞湯為主軸，平價美味深受在地顧客喜愛，詳情請見下方食記。,11:30 - 22:00,24.561675,120.818111,熊本熊 - 濃醇咖喱牛五花拉麵   http://bit.ly/2SdotVq   吳俊青 - 原味肋眼叉燒   http://bit.ly/35JalXT   林浩子 - 原味拉麵   http://bit.ly/2sRZjRj,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #雞骨,苗栗市公所,苗栗縣
252,味の時計台,320桃園市中壢區中園路二段501號 GBF,味の時計台之前在台北有台灣1號店，現在也在中壢大江5樓開立了桃園第一家店，希望大家不用到北海道，也能品嚐到這來自北國的美味。,11:00–22:00,25.00063,121.228869,鄭孟哲 - 炙燒豚骨拉麵   http://bit.ly/2NYN53z   蔡宜芳 - 味增野菜／餃子   http://bit.ly/2GgUbu6,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,大江購物中心,桃園市
253,涼太拉麵 - ラーメン涼太,302新竹縣竹北市成功十二街 26號,安斉はやし先生在開業期間收了幾名學徒，其中一位來自台灣，也就是ラーメン涼太的老闆りょう桑（小六），他將安斉はやし先生精燉慢熬１８小時的湯頭風味帶回台灣，要讓饕客們感受那一湯入魂的難忘滋味.,11:30–14:00、17:30–23:00,,,Bibby Lee - 涼太w拉麵／涼太辛味噌拉麵   http://bit.ly/2VIkNhb,北,#ramentw #台灣拉麵愛好會 #拉麵,竹北市,新竹縣
254,熱烈一番拉麵,337台灣桃園市大園區,日本大夢集團，緣起於只有「七坪半的小店」，昭和47年(1972年)一號店於三重縣松阪市開幕，在日本關西地區已開設一百多家分店，海外連鎖包含台灣、新加坡等等，來到台灣展店已經有10年之久。,11:00–22:00,23.975744,120.979772,吳俊青 - 豚骨白湯麵   http://bit.ly/2LNpYIj,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,桃拾廣場商圈,桃園市
255,富山黑拉麵-桃機二航站店,337桃園市大園區航站南路9號,位於第二航廈 B2美食廣場 F -03櫃位。來自日本富山的黑醬油拉麵，其湯頭醬色高雅，豬叉燒相當軟嫩，此外亦有雞湯、激辛雞湯與低溫雞叉燒等品項可供選擇。,11:30–21:30,25.077114,121.232513,吳俊青 - 富山黑醬油味玉拉麵   https://bit.ly/2Na4EMo,北,#ramentw #台灣拉麵愛好會 #拉麵 #醬油,桃園機場／捷運二航廈站,桃園市
256,川又屋日式拉麵,330桃園市桃園區中正路1193號1F,"川又是日本老闆兼主廚的姓氏，地點位於桃園藝文特區。該店""妖怪醬""是其特色，不怕辣的麵友建議嘗試。",週一-二 未營業週三-五 11:30–14:00、17:00–21:00週六-日 11:30–14:30、17:00–21:00,,,Softman Chen - 東京雞汁醬油拉麵   https://bit.ly/2zGJkW3   吳俊青 - 濃縮二倍豚骨拉麵   https://bit.ly/2JSBmhv   Stars Yang - 豚骨醬油+妖怪醬   http://bit.ly/2EmCsCh,北,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,桃園藝文特區,桃園市
