post_id,store_id,stores,create_on,ramen_name,fb_review
T300558,201,山越拉麵總店,2020-11-12,八幡屋七味麻婆豆腐豚骨拉麵/200,配置預設延伸:感謝招待溏心蛋今天又來吃了(？？？？本來是沒要來吃剛好看到粉絲專還有，賭了一下運氣索性跑來，因為雞白湯賣完了變相有了豚骨這個選擇，今天的人潮意外的少才30幾號，我昨天拿到的號碼牌是65號，沒什麼排隊的感覺真好，有跟老闆稍為聊了一下，蠻有趣的，老闆還以為我是外地來的不過我是正港嘉義人啊w只是來的時間有點晚沒辦法搶頭香口味上很符合我的胃口，山越的豚骨有一種甜味，老闆說熬豚骨討厭背脂所以有用蔬菜下去熬湯，所以才有這個甜味，個人覺得很天然的味道(？麻婆豆腐配豚骨雖沒雞白湯順口好喝，不過相性依舊不錯，豚骨蔬菜甜味帶出微...
T300559,201,山越拉麵總店,2020-12-09,八幡屋七味魚介雞豚清湯拉麵270,配置八幡屋七味、魚介雞豚雙湯頭、京都水菜、低溫調理豚背脊肉經過兩個禮拜沒限定的日子，這禮拜終於有限定了算是第一次在山越吃雙湯頭的限定，最近整理相簿發現我在山越也吃了不少碗，快年底應該可以有一百碗的紀錄，記得去年年底就想說今年一定要吃一百碗，沒想到快實現了在吃之前有給老闆看勝王粉專要出三色豆拉麵，老闆笑說不可能吧！分享一下小趣事這次感覺湯頭不是那麼mix，聞起來魚介的香氣有，雞豚比例比較多魚介喝不太到，有點可惜，豚背脊肉吃起來很有嚼勁還不錯，角煮那塊在山越吃依舊喜歡，水菜跟菜絲是山越限定常用的配菜之二，增加層次效果不錯，...
T300560,201,山越拉麵總店,2020-06-12,薩索雞玉米濃湯昆布水沾麵/280,配置無調整第一次吃昆布水沾麵很新鮮第一口先嚐沾湯玉米濃湯，玉米濃湯混雜著淡淡的雞味，把沾湯拿起來喝也是可以，不會太過油膩。玉米部分，玉米很脆，表面稍微炙燒過，配沾湯還不錯吃，蝦吃起來很Q彈。感覺這次麵條比較細一點，麵量感覺有比較多，第一次吃昆布水沾麵我想說怎麼都沒看到昆布水，把麵翻開才發現原來在麵底下，由於浸泡昆布水裡，使麵條有昆布纖細的味道，沾著玉米濃湯有種幸福感。這次叉燒不是舒肥而是有滷製過，我個人還是偏好舒肥，山越舒肥雞叉燒是我覺得好吃叉燒前幾名。最後湯割，原本稍微濃厚玉米濃湯變成玉米甜味為大宗的湯，喝起來蠻溫和的，...
T300561,201,山越拉麵總店,2020-07-31,八幡屋柚子七味雞清湯拉麵/260,配置湯濃度重、麵硬上禮拜吃了雞清湯限定麵，這次一樣來回味雞清湯，所以就點了八幡屋柚子七味雞清湯拉麵(大盛)。大盛款多了兩片梅花叉燒、溏心蛋、海苔比一般多了50塊，感覺很超值就直上大盛，不得不說雞清湯很神，金黃色的雞湯喝起來真的很舒服，水菜一樣清爽，菜絲切蠻細，口感很好，三片雞叉燒一樣美味，豬叉燒切的很薄，有點殘念，不過豬叉燒咀嚼久了有一點香草的味道算是蠻特別，溏心蛋成膏狀帶一點液態，吃起來鹹香鹹香的，味道很好，點麵硬初吃有齒切感，建議先把麵先吃完，放久會影響口感，柚子皮在這碗有畫龍點睛的效果，多了一個層次在，七味粉我覺得偏...
T300562,201,山越拉麵總店,2020-09-12,八幡屋特製七味雞清湯拉麵/250,配置雞叉燒x4丶梅花叉燒x4丶菜絲、水菜、溏心蛋、海苔x2丶八幡屋特製七味粉、杜蘭小麥麵本來想今天收齊雞湯菜單，今天看到菜單有點小變動，原本的雞白湯不見了變成八幡屋特製七味雞清湯拉麵，柚子七味多了醬油口味，清一色都是雞清湯基本上跟柚子七味那碗大同小異，今天吃梅花叉燒豬肉鹹味調味比較重，不過我自己很喜歡，感覺肉的熟度比較熟，有問過店員特製七味跟柚子七味有什麼不同，主要是粉不一樣，柚子那碗粉有柚子香氣跟有加柚子汁，在口味方面比較多變化，讓人聯想到勝王的醋橘雞清湯，七味粉攪在雞清湯入口是甜辣的口感，在味覺方面很特別的體驗...
T300563,201,山越拉麵總店,2020-09-30,山越限定鯰清湯塩味拉麵/265,配置宗田裸節、鰹魚裸節、昆布、蔬菜、鯰一夜幹、特製風味油、杜蘭小麥麵衝到首波拉！！！本來想說4點半到應該首位，沒想到有人比我早到，看了一下都常客很常衝限定款，在外面就聞到烤魚的香味，那時候在聽音樂想說怎麼這麼香...聞到都覺得好餓，現在大概控制一週一碗麵，月光族QQ點完餐大概15分鐘麵就上來了，到吃完湯溫保持得不錯，果然麵就是要趁熱吃才好吃！湯頭一入口感覺就是好鮮跟很纖細的魚湯阿！前段是鰹魚鮮味中後段有昆布尾韻，很驚艷的湯頭，讓人想多喝幾口湯，麵有吸附一點湯汁，喝湯吃麵覺得很搭，一夜幹吃起來偏硬一些，魚的鮮味被鎖在裡面，調...
T300564,201,山越拉麵總店,2020-10-28,特製鮭魚濃厚雞白湯拉麵/280,配置湯頭鮭魚+雞白六四比、明太子、低溫雞叉燒、京都水菜、八幡屋七味老實說，小弟是雞白湯愛好者，看到這次山越出限定款雞白湯拉麵就衝來吃了話不多説馬上來評論一下首先是湯底的部分，雞白湯底調成六比四，喝的出雞白湯濃鬱的味道，不會因為鮭魚蓋掉雞白湯的味道，加上有加了黑麻油的關係所以整體後勁強烈，雞白湯的味道下去後，隨之而來的是鮭魚+黑麻油的香氣，配上明太子等於是讓整個香味在嘴巴爆開，又因為加了洋蔥提出鮮味，所以這碗的湯頭是慢慢的鮮味拉麵沾上了湯頭所以吃起來也非常順口，叉燒也是中規中矩我給這碗湯的評價是幾乎滿分，算我近期喝到滿優秀的...
T300565,201,山越拉麵總店,2020-12-02,濃厚魚介豚骨拉麵(大盛)220,配置湯鹹度重、麵不可調整昨天有問老闆限定是什麼，所以提早知道沒有限定消息，老闆最近還在忙一些事情所以限定就延後，知道後也覺得很可惜，這次濃厚魚介就是之前山越豚骨哪款，體感上覺得湯沒那麼濃厚，不過味道跟之前不會差太多魚介豚骨這款湯配著洋蔥真的很享受，微微辛辣感配豚骨湯尾韻帶有柴魚甜味，如果不能接受這甜味會很不習慣，大盛的炙燒叉燒一樣優秀入口即化，真的很讚，很喜歡吃川耳，脆脆口感很棒，溏心蛋勾勾很棒，有點爆漿很爽整體來講如果不能接受湯頭甜味吃起來違和感很重，由於換了菜單如果之前很喜歡山越豚骨還是可以點，跟之前味道差不多，希望下...
T300566,201,山越拉麵總店,2020-10-17,薩索雞清湯(塩味)/210,配置兩片海苔、三片雞叉燒、三片豬叉燒、溏心蛋、水菜、紫洋蔥最後一塊拼圖蒐集完成中午雞湯攻略完成！！！！！！！！！！山越雞清湯表現都很優秀，鹽味配置我吃湯鹹，湯頭偏鹹外還在可接受範圍，點湯頭普通感覺可以更舒服喝完，金黃色湯頭上面浮了一層油，這層油讓整體湯溫保持不錯，湯頭入口有一股鹹味尾韻是淡淡雞湯沒有負擔感覺，喝起來很享受叉燒部分都是冰冰涼涼的，放進湯裡有回溫一些，六塊叉燒都很美味，不過自己偏愛雞叉燒，肉質方面很鮮美保有原本雞肉風味，口感上咬下去比想像更嫩，讓人很驚艷另外感謝老闆今天招待一塊叉燒，表面稍微炙燒過有焦脆感，肉質...
T300567,201,山越拉麵總店,2020-11-25,塩味豚骨拉麵(大盛)190,配置湯鹹度重、麵超硬昨天有問老闆今天有沒有限定，老闆說今天調整菜單所以就來吃了，下午就知道菜單，擔擔麵常駐真的很讚，晚上選擇又了，感謝老闆！大盛+50多了炙燒叉燒、溏心蛋、海苔，我覺得是很超值的選擇，山越那個炙燒叉燒真的很棒由於調整醬底跟塩醬，湯頭豚骨更濃鬱外，底蘊蔬菜甜味稍微多了一些，整體上層次多了不少不過是讓人很舒服的湯頭，蔬菜甜味是山越的一大特色！叉燒部分炙燒叉燒跟梅花叉燒都很棒，特愛炙燒叉燒那個五花肉真的讓人又愛又恨，香氣及口感都很棒，梅花叉燒口感很嫩，讓人不知不覺就吃完最後感謝闆娘擠了兩碗麵出來，到的時候很尷尬湯...
T300568,201,山越拉麵總店,2020-11-26,醬油豚骨拉麵(大盛)190,配置湯鹹度重、麵超硬今天比昨天早到，沒想到今天也是很早就賣完，最後的客人又被我收割了(X只能說很幸運....昨天試塩味今天就試試看醬油！來之前還有吃一些東西，索性沒有很撐，吃完還有點意猶未盡不過看看錢包這應該這禮拜是最後的拉麵比起塩味來說醬油的湯頭比較厚實，淡淡醬油吃起來不過鹹很舒服，蔬菜甜味比較少，喜歡稍微重口味可以選擇這碗，塩味跟醬油我自己覺得都沒很重口，今天麵的咬勁不錯有達到我覺得麵硬的口感，溏心蛋有類似溫泉蛋的蛋白裡面的蛋黃成膏狀完美！炙燒叉燒跟梅花叉燒都很嫩，這兩天吃下來覺得很穩定，下次應該會吃辣的看看昨天試塩味...
T300569,201,山越拉麵總店,2020-09-11,山越豚骨拉麵/170,配置炙燒五花叉燒、川耳、洋蔥丁、蔥、筍幹、杜蘭小麥麵許久沒吃山越豚骨，上次吃應該是去年的事情，我覺得山越這碗做的很有特色，也是來山越必吃的一碗麵。上餐的速度非常快，大概點完餐5分鐘內就上麵，湯頭偏稠類肉泥的既視感，入喉是豚骨的鹹味尾韻帶甜，感覺上有點油可是卻不討厭，很溫和的湯頭，筍乾沒有很入味，搭配濃厚湯頭清爽解膩，炙燒五花肉好吃，看起來肥的居多吃起來不膩，一下就啃完了！洋蔥丁不嗆辣搭配湯頭很有層次，加麵後撒點胡椒在麵上面，吃起來鹹香鹹香很好入口，彈指間麵就被我吃光，加麵真的很多，很有飽足感！上餐的速度非常快，大概點完餐5...
T300570,201,山越拉麵總店,2020-07-24,限定款拉麵/190,配置無調整從上次昆布水沾麵就沒來山越了，差不多過一個月，這次剛好放假，中午就跑來吃看看中午的雞湯拉麵。本來是要點八幡屋柚子七味雞清湯拉麵(大盛)，不過中途店員說今天有限定款拉麵，湯頭一樣是雞清湯，叉燒比較大塊，後來就選擇比較便宜的限定款拉麵跟加點沒吃過冷拌玉米筍。先說結論我覺得雞清湯真的很神，雞湯呈金黃色，它沒有雞白湯那麼濃鬱，保留了雞湯的甘甜，喝起來很順口，有雞油的提香，很有層次的一碗麵。再來配菜，叉燒還是一樣好吃，有三塊，這次的叉燒是先舒肥後表面烤到有點微焦，表面除了有撒點胡椒外，吃起來還有些迷迭香，看起來應該是雞腿肉...
T300571,201,山越拉麵,2020-12-08,八幡屋深煎七味豚骨拉麵(大盛)、濃厚魚介豚骨拉麵、炙燒叉燒拼盤/220,配置湯鹹度重、麵超硬在生日這一天，要用什麼餐點來慶祝呢?到了嘉義，赫赫有名代表性的食物是雞肉飯，具有超人氣的店家是聰明砂鍋魚頭，但是我的腳卻帶著我往著山越拉麵前進，看來我的生日餐就是拉麵了！第一次到訪，一直思索著要點哪一個品項，而且心裡想著不要吃太飽，還要再去吃其他的小吃；於是抽完號碼牌，和店員拿了菜單，就默默的劃上了八幡屋深煎七味豚骨拉麵和濃厚魚介豚骨拉麵，點餐時店員還說還剩下最後一份叉燒喔？於是桌上滿滿的都是食物了！七味豚骨拉麵(大盛)配置有梅花叉燒、五花叉燒、糖心蛋、豆芽菜、蔥白、海苔、七味粉等配料，搭配的是極細麵；...
T300572,201,山越拉麵,2020-05-31,限定軟殼蟹濃厚鶏白湯拉麵280,配置正常未調整久仰了嘉義的山越，這週末人在嘉義早就迫不及待要去朝聖，幸運地適逢山越每週末推出限定拉麵的時候(週五週六晚間時段)。這周限定是軟殼蟹雞白湯拉麵！說來也巧，我的舌頭還思念著前幾天那碗麵屋武藏的螃蟹雞白湯..習慣臺北限定排隊的可怕後，開店前一小時就在店門口徘徊了，意外的沒什麼人。人都跑去排旁邊的砂鍋魚頭和葡萄柚綠茶...大概16:45後出現人潮，應該大部分的人都第一輪可以進去。湯底軟殼蟹、放山雞、蔬菜熬煮麵條杜蘭小麥細麵配置雞叉燒、紫洋蔥、蕃薯、海苔、還有白白的蟹肉炒鮮奶！上麵時先喝了一口湯，湯頭和麵屋武藏那碗相比...
T300573,201,山越拉麵,2020-06-24,山越濃厚豚骨拉麵/160,配置加蔥跟蛋，都是另外放第一次在嘉義吃拉麵，山越拉麵算是之前已經觀察很久的店家了，難得有機會來嘉義，從火車站就直接來店門口排隊等第一批，點了店家的定番菜單，確實是很有水準的一碗麵，無論是麵條或是湯頭，都是我蠻喜歡的味道，濃厚但不會過鹹，叉燒更是令人想起以前的鬼金棒，比較有份量的叉燒口感，最近一次吃鬼金棒的時候，只剩下小塊的叉燒，這邊就不離題啦。嘉義也能有水準這麼高的拉麵店，而且價格真的很親民，平時在臺北都有點羨慕了，因為臺北的價格都跟日本同步，現在又不能去日本啊～～，有時候在臺北吃麵都覺得很無奈。能有很道地的口味，難怪在嘉...
T300574,201,山越拉麵,2020-07-04,濃厚雞白湯拉麵/200,配置加點糖心蛋(30)山越拉麵搬家這麼久，終於吃到啦！之前不是人多到炸，就是湯賣完了。這次12點半到，以為人會多到炸，出乎意料沒太多人。拿到21號，前面還有5號，約10多人在等。這次吃的是“雞白湯拉麵”雖不是原本主賣的豚骨拉麵，但還不錯吃。===以下木舌不專業分享===湯頭的部份，對雞白湯沒什麼概念的我，沒吃到前，一直覺得可能是臺式(中式)雞湯味。而濃厚的就是燉到非常濃，如同雞精一樣。坦白說心中有點排斥。不過，在麵端上來後，就知道完不一樣了。很濃厚，但不會像某些豚骨湯膩，也不會死鹹。喝完不會讓人想大口灌冰水。口感帶點粉粉的...
T300575,201,山越拉麵,2020-10-16,山越の豚骨拉麵/170,配置湯頭鹹度濃，此款拉麵麵條限用杜蘭小麥細麵不提供調整、糖心蛋X1(30)、加麵(30)拉麵戰場天下山越(不要亂改KAN~!!!)既屏東王者之後歷經兩次意外性的撲空總算成功擊破嘉義王者了回臺南溪北要吃碗拉麵都很難啊QQ山越豚骨的湯頭非常獨特比起常見的豚骨湯頭多了股海味但柴魚或魚幹並不會顯得搶眼和豚骨達到相輔相成的效果加上豐富的背脂增添風味一碗竟然只要170許多縣市應該聽了會直接吐血氣死吧？...
T300576,201,山越拉麵,2020-07-25,薩索雞清湯醬油味,配置麵硬普通，湯普通，加點溏心蛋今天是點醬油口味，選普通濃度，醬油味對我來說剛剛好，不會太嗆，異常的順口！就算是老人家也可以不費力喝完的那種濃度。麵條這次我選普通硬度，這硬度很可以，而且麵不錯涮嘴，一下子就把麵吸光了。雞肉份量也是剛剛好，吃完覺得很沒有負擔，軟嫩軟嫩的肉也沒有太多的調味，我很喜歡。最大的亮點是紫洋蔥，甜味比嗆味明顯，這份甜味也順勢的點綴了湯頭，讓湯更加清甜。整體是很不膩口的拉麵，我第一次把拉麵的湯喝完，推。麵條這次我選普通硬度，這硬度很可以，而且麵不錯涮嘴，一下子就把麵吸光了。...
T300577,203,嵐田拉麵,2020-09-28,濃厚海老拉麵240(細麵/麵硬)，加點叉燒45,此為上週週末限定，實際供應狀況須以店家公告為準。這碗是雞湯底的海老拉麵，聞起來很濃鬱很香，喝起來也是蝦味十足，味道足夠，油脂量適中，喝到後來不會覺得很膩，單喝湯是溫順舒服的蝦湯，但是加上湯上方的香味油+煸蝦米一起食用後，咀嚼的過程中，乾煸蝦米的香味+香味油讓蝦子的鮮味慢慢充滿口腔，加上蝦湯，味道整個往上提升了一個層次，口感更豐富，讓人非常驚艷。附的一尾大蝦味道鮮甜，肉質有嚼勁，視覺上跟味覺上都是很好的表現。溏心蛋的蛋黃是膏狀濕潤的口感，調味有點甜甜的，是我喜歡的口感，雞叉燒鮮甜好吃，吃來很嫩很香，感覺是...
T300578,203,嵐田拉麵,2020-11-02,濃厚海老拉麵240(粗麵，加麵30),此次用餐時很驚喜的發現之前週末限定的海老已經正式變成定番，當然就不客氣的點了！上次第一次吃的時候選細麵，這次就來試試粗麵。蝦湯的味道依舊很濃鬱飽滿，香味油這次的苦味較上次多，讓湯的味道增添另一個層次感，個人很喜歡。雞叉燒、豬叉燒、溏心蛋、菜都是穩定的美味。以中部有提供蝦湯的店家來說，嵐田這碗海老的味道跟元氣屋相比毫不遜色，嵐田也確實做出自己的特色味道。對我來說這是一碗穩定的美味，很開心中部除了元氣屋之外，嵐田也將蝦湯列入定番菜單，這樣日後工作結束後想吃上一碗蝦湯就不會再跑市區了。推薦大家有來彰化的話都可以吃上一碗...
T300579,203,嵐田拉麵,2020-12-06,濃厚海老拉麵,配置太麵(可選博多細麵)吃了好幾次的嵐田拉麵，每次都是選擇保守的豚骨系列，這次決定嘗試看看這碗原本是限定的濃厚海老拉麵。濃厚的蝦湯味在老闆準備的時候就聞得到，端上桌時海味撲鼻而來讓人食指大動！蝦湯很鮮甜好喝，內容物有豬叉燒兩片、雞叉燒三片、醣心蛋半顆、蝦米、一隻蝦子(很好吃但不知道是什麼蝦)另外要大力推薦的是其中的雞叉燒，雖然部位是雞胸，但是處理得非常嫩非常好吃，以往點的豚骨系列都只有豬叉燒，這還是第一次吃到嵐田拉麵的雞叉燒，個人給予相當高的評價！240的價位有這樣的表現真的很滿足，中部的朋友可以來嘗試看看，但吃飯時間肯定...
T300580,204,川又屋,2020-08-27,濃厚豚骨焦蒜黑叉燒拉麵,配置加點叉燒肉.背脂許久沒吃拉麵了，這次剛好到附近去找朋友，原本滿心期待可以懷念吃到讓我直拳衝擊的濃厚湯頭拉麵，但......在喝了一口湯頭後，我還以為我是在喝淡麗系湯頭！？即使加入了豬背脂，還是沒有濃鬱膏狀湯汁.....有點小失望！！#不是因為日本人老闆，就一定作到能把拉麵作到美味，或許是為了生存，不得不調整為臺灣普羅大眾合宜口味，這個黑焦蒜油，確實淡而無味...
T300581,210,海貓亭,2020-11-03,濃醇雞白湯拉麵(麵硬)190,雖然是雞白湯，但是湯頭頗清爽的，肉油香氣ok，不是走濃稠路線的，正因為這樣的湯頭，讓紫洋蔥更能發揮，稍稍咬下洋蔥轉味感覺更加清爽。麵硬是比較彈脆的口感，跟舒肥雞胸的口感頗相近的。豬肉叉燒比較硬一點，溏心蛋有點過熟，可惜。個人覺得不好停車...
T300582,210,海貓亭,2020-05-29,海貓拌麵(150)+布丁(40),配置2929肉肉日叉燒免費加倍、不要芝麻、柴魚片麵條軟硬適中，麵量足(大概2球)，但之前麵友提到的鹼水味確實較為明顯，但麵是好吃的，拌汁為味噌及醬油(還好不是美乃滋加豬背脂)，菠菜熟度適中，口感不過軟爛，糖心蛋調味及熟度適中，呈現膏狀，但沒有明顯香氣，炸雞沒有油耗味，口感不乾柴，筍乾調味適中，口感不軟爛，低溫叉燒肥瘦度偏瘦，肉筋亦偏少，厚薄度偏厚，帶有培根香氣，口感Q彈，布丁甜度不高，呈現膏狀，口感綿密，香氣十足，整體吃來清清爽爽，店內還有供應冰檸檬水跟熱玄米茶，環境整潔，再加上服務態度跟穿著都很熱情的正妹店員，大滿足...
T300583,210,海貓亭,2020-06-10,辣味噌拌麵(夏季限定)170,配置無更動辣味噌醬香氣濃厚，濃醇不死鹹，拌入生蛋黃後口感更添滑順。搭配上芝麻醬嫩雞絲與溫溫的辣感，讓人在炎炎夏日還是能食慾大開一口接一口吃不吃蔥絲沒關係可以替換成菠菜，我自己覺得這碗超級爽完全命中我喜好，推薦大家去試試...
T300584,210,海貓亭,2020-10-10,醬油拉麵、唐揚炸雞/120,配置麵硬今天想到銀河洞越嶺步道健行一下，到了新店之後想說已經快要下午1點，海貓亭會不會比較沒有人在等待，沒想到前面除了幾組登記之外，還有一組划船隊大陣仗14人在等待，當下詢問店家午間限定沾麵還有數量，於是就和它對賭登記了。好不容易進到店裡，然後難過的是店娘告知沾麵也完售了，無語問蒼天啊！後來在幾個選項在選擇，最後因為這2天剛好都吃醬油拉麵，彼此可以做個不同風味的比較，所以就點了醬油拉麵。海貓亭上餐的速度真的是慢工出細活，等了一陣子麵終於上了，這碗醬油拉麵的配置有半顆糖心蛋、筍乾、一片叉燒肉、青蔥及點綴著豆苗，湯頭帶給人的感...
T300585,210,海貓亭,2020-07-04,夏季限定辣味噌拌麵170,配置無更動店家原本6月29日肉肉倍增活動因故延至3日，順便把新推出的辣辣味噌拌麵嚐嚐，相較之前的海貓拌麵，原本表現優異的叉燒多了炙燒處理，增添香氣、原本調味清爽的味噌醬底即便加入了辣油，還是不會過油膩口，而且有把辣度帶出，但也不會過辣，再加上生蛋黃，調和了兩者，更增加了滑順濃鬱口感，配置的蔥段跟胡麻雞丁可供轉味，加點的糖心蛋依舊熟度適中，呈現完美膏狀，帶有醬油香氣，但麵條的鹼水味依舊明顯存在，實在可惜，然後之前的長腿美女店員因工時過短已離職，現換成一位刺青妹妹#期待豚人使用海貓亭特製辣油的本月限定沾麵#味道很主觀喜歡請多...
T300586,210,海貓亭,2020-08-05,本月限定冷麵(160),配置不加芝麻湯底為雞白湯、醬油、柴魚高湯調製，喝來口感清爽順口帶有層次，不過油過鹹，酥炸舞菇外皮酥脆，低溫豬叉燒維持他家過往的水準，但感覺有點偏肥，旁邊附有一小撮柑橘胡椒醬可供轉味，劃開溫泉蛋拌入又是另一種風味，細麵軟硬度適中，店家麵條有調整過，之前的鹼水味沒有出現，可惜麵量感覺比拌麵少，吃完有點空虛。圖影參閱IGhttps://www.instagram.com/geraldlintw/...
T300587,210,海貓亭,2020-08-30,溫醇雞白湯拉麵190元,"配置麵硬度普通雞白湯加麵加點叉燒拼盤因為每個月的29日都是海貓亭的肉肉日，本日前來的話餐點的叉燒都會Double,身為新店人，海貓亭一直都是個人在地首選。我很喜歡海貓亭，無論湯頭還是麵條都令人無可挑剔，但從開店以來到現在，這家店一直有一個問題，就是出餐速度太慢。一開始由於店內人手不足的關係，因此還能理解，但現在內場外場皆有足夠人員，出餐速度卻仍然非常緩慢。昨日我從12:55分結完帳開始等候餐點上桌，但一直到1點45分時餐點才上桌，而且還是先送上了加麵的部分而已，上餐也並未按照先後順序，讓人不免有些不悅，差不多時候到來的一組..."
T300588,210,海貓亭,2020-08-05,新限定冷麵/160,配置無調整清爽的醬油湯底配上麻油的組合在炎炎夏日中相當開胃，吃到一半還可以淺嚐碗邊的柚子胡椒後再喝湯，又是另一種美味他們家的麵條本來就相當滑順Q彈，以冷麵呈現時又比在熱湯中的表現更驚人，吸附湯汁的能力也很棒！整體來說超級滿意，一碗賣160根本佛心價我還不吃爆？...
T300589,210,海貓亭,2020-04-27,雞白湯拉麵190,炸雞 四塊 卡士達布丁 難得來到新店當然要一訪這間新店其實說新也不新只是一直沒有機會來嘗試店家鄰近地點 在學校對面對於開車族稍微麻煩一些一走進店內這氣氛叫溫暖黃色柔光灑落配合著溫馨居家感的裝潢牆上掛著的布簾充滿童趣可愛的白貓黑柴和一些綠植很快的炸雞先上桌了夾起的瞬間就能感受到外皮的酥脆毫無形象的大口咬下裡麵粉色的肉隨之流淌出肉汁 炸雞夠大塊同時能感受到滑嫩口感和咬勁剛吃完第一塊炸雞雞白湯拉麵也呈現在眼前淡黃的長裙蓬鬆的抱歉淡黃的湯色口感並非濃鬱而是醇郁沒有令人驚豔的口味但就是這份平淡 滿足了操勞一天後的心配合著店內氣氛 能想
T300590,212,無常拉麵,2020-08-25,鹽味雞白湯拉麵170,以下是個人觀感這家其實幾個月前就知道只是屋臺式的店面在夏天酷暑燠熱的晚上吃麵，還是會汗流浹背吧？所以一直拖到現在才去試試看8點到，本以為已經過了吃飯時間應該人不多，但前面已經有6個人而在我後面也陸續的有人來，生意算是不錯等了約20分鐘才輪到我點鹽味雞白湯拉麵事實上是有想要跟大湳另一家同樣標榜雞白湯的拉麵店評比看看已知可以加麵一次，但沒有加白飯因此我還是叫了一碗白飯(20元)來加入看看麵的樣式如下，我有多叫了一份溏心蛋湯頭部分，濃度不錯雖沒有另一家的濃厚，但喝得出來是自己熬煮的拉麵這種東西，店家花了多少心力，其實喝湯就知道嚴格來...
T300591,213,無招牌日式雞白湯拉麵,2020-05-26,雞白湯醬油/190,配置麵粗硬、湯濃鬱無過多奢華複雜配料～中規中矩湯濃鬱的一碗好麵之前路邊攤只賣晚上～現有店面中午就開賣～好吃下次想來試試魚介湯底...
T300592,215,熊二拉麵,2020-05-29,熊二拉麵190叉燒飯100,雞白湯其實味道蠻好的就不是濃湯說不定一開始就把他當淡麗系來喝你會覺得沒那麼糟麵體的確是個問題我覺得不是很好吃的麵硬一點也就只是好一點而已蛋偏不熟我覺得很讚可能有些人覺得更熟好點豚骨湯我也覺得不K除此之外柚子胡椒配雞白湯其實換一個味道很好喝還有其他罐我沒有研究叉燒三種豬肉兩種雞叉燒一種叉燒其實有不錯的水平給的量也蠻足的然後叉燒飯非常厲害非常值得來一碗個人覺得有到雞吉君的程度也有50元版本總結其實沒那麼糟比九X屋那種等級的還是好很多但可以更進步就是...
T300593,215,熊二拉麵,2020-10-19,熊二拉麵(雞白湯)190,配置海苔*1、蔥花、雞胸+叉燒*2一直滿想來吃的熊二！但看麵友說「濃厚豚骨」很淡！我就想說那試試看他們的雞白湯⋯結果師傅一端上我就想說完了居然是「超淡系」雞白湯(看照片就覺得很水了吧QQ)如果是想吃醇厚系雞白湯的朋友可能會多跑一趟！整碗吃完我是沒有再續的我覺得⋯叉燒、劍筍、麵三樣東西完全沒有靈魂的混在一起應該只能稱作臺式拉麵(？)還有一點️坐離門口近的鄰近地點:會一直被濃濃烤肉叉燒味影響嗅覺，介意的人再自己注意一下選位不過他們的胡麻龍鬚菜是加分的️溏心蛋是完整一顆不是半顆有入味還有乾淨的用餐環境跟廁所店員也都很...
T300594,215,熊二拉麵,2020-05-29,熊二拉麵190,路過沒吃過的一間，看到標語以為是吃到鬼棒口水想說敢這樣寫應該不會多糟麵好軟湯好淡叉燒好油，蛋還可以結論我覺得吃這個不如選擇其它的...
T300595,215,熊二拉麵,2020-10-15,野菜拉麵230,配置正常，免費一球麵在廠商公司泡茶泡到人家下班，剛好想起附近有一家拉麵店熊二拉麵，之前麵友介紹過。交通不是方便，捷運站出來走路約十分鐘。麵友也是吃野菜拉麵，看到像小山丘樣的豆芽菜滿震撼的！該有都有，配料豐富，四片叉燒，兩片舒肥雞，一顆糖心蛋，一片海苔，幾根箭筍，算是物超所值！這邊強烈建議麵友要去吃直接點麵硬，因為當你挖完這座豆芽菜山時，麵大概泡爛了！熊二的麵體是細麵不是很喜歡，加麵時要求硬一點後，才有咬勁，不像一開始碗裡的軟爛口感。該家標榜濃厚豚骨拉麵，可是喝湯時完全不過癮，沒有油膩油脂感，也不夠鹹，喝下去喉韻是一股柴魚味...
T300596,216,熊越岳,2020-10-23,大壩限定加叉燒飯&糖心蛋/350,配置麵硬，加麵的麵比麵硬再更硬前言:一年多沒吃這家了，不知道老闆還記不記得我，那時候還沒入拉麵坑，印象只停留在加飯加湯免錢，然後肉很多吃起來很爽，經過這一年，我算是完全入了拉麵的坑，但也一直沒有回去吃熊越嶽，因為太久想不起味道，加上人氣一直居高不下，於是我勉強抽空找朋友吃一波。P.s差點就吃不到大壩了，我是倒數第三碗，超幸運※以下正文喝第一口湯直接就愛了，濃厚的湯底但是完全不會鹹口感非常滑順，不確定是不是麻醬的那一點點甜味還有細品之後的那一點點沙沙的口感很加分，灑了整晚的炸至焦黃的大蒜，那個脆硬的口感很令人上癮，而且不會因...
